"地点名称","楼盘名称","地址","纬度","经度"
"天璽．天 1期 3座 42樓 D室",NA,NA,NA,NA
"日出康城 3期A 緻藍天 車位 低層地下2樓 P92號","緻藍天","Hong Kong, Lohas Park, Wan Po Rd, 緻藍天",22.2967695,114.2703641
"永德大廈 B座 6樓 B1室",NA,NA,NA,NA
"東霖苑 三十七樓 2室","Tung Lam Court","Tung Lam Court, 63 Yiu Hing Rd, Sai Wan Ho, Hong Kong",22.280264,114.2205248
"花園城 1期 雅仕苑 (1座) 十樓 C室",NA,NA,NA,NA
"海怡半島 1期 海逸閣 (6座) 34樓 A室","South Horizons Phase 1 BLK 6 Hoi Yat Court","South Horizons Phase 1 Block 6 Hoi Yat Court, 6 South Horizon Drive, South Horizons, Hong Kong",22.2447306,114.1462615
"東豪大廈 11樓 D室",NA,NA,NA,NA
"裕明苑 裕榮閣 (A座) 18樓 16室","Yu Ming Court Block A Yu Wing House","Yu Ming Court Block A Yu Wing House, 1 Sheung Ning Rd, Hang Hau, Hong Kong",22.3184153,114.2662641
"瓊麗苑 瓊昌閣 (A座) 三十五樓 7室","King Lai Court Block A King Cheong House","King Lai Court Block A King Cheong House, 38 Po Kong Village Rd, Hammer Hill, Hong Kong",22.3416322,114.211047
"美景花園 5座 14樓 C室","Mayfair Gardens Block 5","Mayfair Gardens Block 5, 2-16 Sai Shan Rd, Sai Shan, Hong Kong",22.3443024,114.107728
"恆裕大廈 十三樓 D室","Hang Yue Building","334～350號 Des Voeux Rd W, Sai Ying Pun, Hong Kong",22.2871261,114.1380346
"康樂大廈 4樓 477號",NA,NA,NA,NA
"曉門 6座","Hillwood Block 88","Tai Tong Rd, Yuen Long, Hong Kong",22.424781,114.029205
"涵碧別墅 一樓 3A室","Hamburg Villa","Hamburg Villa, 8-10 Eastbourne Rd, Beacon Hill, Hong Kong",22.3431446,114.1770725
"滿名山 滿庭 1座 9樓 C室",NA,NA,NA,NA
"康樂園 第十八街 41號","Hong Lok Yuen - 41 18th Street","Hong Lok Yuen - 41 18th Street, 41 Hong Lok Yuen 18th St, Hong Lok Yuen, Hong Kong",22.4647182,114.1533797
"沙田第一城 1期 1座 22樓 C室",NA,NA,NA,NA
"藍天海岸 1期 2座 15樓 B室",NA,NA,NA,NA
"葵涌志昌樓 15樓 4室","Dirty Hands Studio","Hong Kong, Kwai Chung, Kwai Fung Cres, 19-23號, Marvel Industrial Building Block B, 15樓I1室",22.3557806,114.1241635
"港島南岸 3C期 Blue Coast II 3座 11樓 C室",NA,NA,NA,NA
"美景花園 9座 10樓 F室","Mayfair Gardens Block 9","Mayfair Gardens Block 9, 2-16 Sai Shan Rd, Sai Shan, Hong Kong",22.3446735,114.10731
"尚翠苑 C座 (翠庭閣) 21樓 3室",NA,NA,NA,NA
"天頌苑 頌畫閣 (P座) 24樓 9室","Tin Chung Court Block P Chung Wa House","Tin Chung Court Block P Chung Wa House, 3 Tin Wing Rd, Tin Shui Wai, Hong Kong",22.4613726,114.0004502
"海之戀 3期 8座 33樓 B室",NA,NA,NA,NA
"君臨天下 2座 50樓 E室","The Harbourside Tower 2","The Harbourside Tower 2, 1 Austin Rd W, West Kowloon, Hong Kong",22.3030456,114.1616315
"東環 1期 6B座 10樓 5室",NA,NA,NA,NA
"君匯港 5座 36樓 H室","Harbour Green Tower 5","Harbour Green Tower 5, 8 Sham Mong Rd, Tai Kok Tsui, Hong Kong",22.3222471,114.1593093
"Yoho Town 1期 1座 28樓 D室","Yoho Town Tower 1","Yoho Town Tower 1, 8 Yuen Lung St, Yuen Long, Hong Kong",22.4422974,114.0373256
"世宙 3座 19樓 B室",NA,NA,NA,NA
"日出康城 2期A 領都 2座 (左翼) 69樓 B室",NA,NA,NA,NA
"聚龍居 3座 20樓 C室","Parc Royale Block 3","Parc Royale Block 3, 8 Hin Tai St, Tai Wai, Hong Kong",22.36261,114.1749845
"THE PARKSIDE 車位 地庫 R038號",NA,NA,NA,NA
"THE PARKSIDE 車位 地庫 R012號",NA,NA,NA,NA
"THE PARKSIDE 車位 地庫 R025號",NA,NA,NA,NA
"薄扶林花園 1座 27樓 F室","Pokfulam Gardens Block 1","Pokfulam Gardens Block 1, 180 Pok Fu Lam Rd, Pok Fu Lam, Hong Kong",22.2583108,114.1368056
"The Yoho Hub C期 The Yoho Hub II 6座 18樓 J室",NA,NA,NA,NA
"日出康城 5期A Malibu 3B座 43樓 E室",NA,NA,NA,NA
"將軍澳中心 2期 2座 19樓 H室",NA,NA,NA,NA
"峻瀅 II 1座 6樓 A室",NA,NA,NA,NA
"啟欣苑 A座 5樓 3室",NA,NA,NA,NA
"新都城 2期 9座 11樓 A室",NA,NA,NA,NA
"恒柏園 A座 5樓 3室","Park View Court Block A","Park View Court Block A, 1 Lyttelton Rd, Mid-Levels, Hong Kong",22.2833771,114.1451383
"皇后大道西 256-258 號 四樓 B室","四 b","四 b, 256 Queen's Rd W, Sai Wan, Hong Kong",22.2867961,114.1430167
"春輝大廈 四樓 D室","Springwide Mansion","Springwide Mansion, 205-209 Castle Peak Rd, Un Chau, Hong Kong",22.3361364,114.1590191
"翠竹花園 7座 19樓 D室","Tsui Chuk Garden","8 Chui Chuk St, Chuk Un, Hong Kong",22.3464146,114.1878128
"御龍山 7座 52樓 B室","The Palazzo Tower 7","The Palazzo Tower 7, 28 Lok King St, Fo Tan, Hong Kong",22.3951262,114.1994295
"錦繡花園 I段第五街 59號","59 Section I 5th St","59 Section I 5th St, Fairview Park, Hong Kong",22.478653,114.04318
"麗晶花園 16座 34樓 B室","Richland Gardens Block 16","Richland Gardens Block 16, 80 Wang Kwong Rd, Kowloon Bay, Hong Kong",22.3300959,114.2075628
"富寶花園 車位 2樓 2003號",NA,NA,NA,NA
"翠怡花園 1期 5座 8樓 F室",NA,NA,NA,NA
"港島南岸 1期 晉環 1座 (1B) 36樓 B室",NA,NA,NA,NA
"日出康城 12期B Park Seasons 2座 (2B) 29樓 F室",NA,NA,NA,NA
"維港滙 3期 1座 (1B) 3樓 A室",NA,NA,NA,NA
"麗都花園 4座 16樓 E室","Lido Garden Block 4","Lido Garden Block 4, 41-63 Castle Peak Road-Sham Tseng, Sham Tseng, Hong Kong",22.3664092,114.059509
"富匯豪庭 1座 16樓 B室","Regence Royale Tower 1","Regence Royale Tower 1, 2 Bowen Rd, Mid-Levels, Hong Kong",22.2744288,114.1591962
"沙田第一城 5期 46座 5樓 A室","City One - Shatin Block 5","City One - Shatin Block 5, 10號 Tak Kei St, City One - Shatin, Hong Kong",22.3887239,114.2027048
"昇柏山 車位 閣樓1 P63號",NA,NA,NA,NA
"麗晶花園 2座 7樓 E室","丽晶花园二座","Richland Gardens Block 2, 80號 Wang Kwong Rd, Kowloon Bay, Hong Kong",22.3295992,114.2067898
"泰峯 1B座 15樓 C室",NA,NA,NA,NA
"名鑽 15樓 D室",NA,NA,NA,NA
"宇晴軒 2期 6座 (海翡翠) 41樓 A室",NA,NA,NA,NA
"和富中心 2座 9樓 A室","Provident Centre Block 2","Provident Centre Block 2, 23 Wharf Rd, North Point, Hong Kong",22.2919418,114.1954111
"美孚新邨 8期 百老匯街106-108號 9樓 108號C室",NA,NA,NA,NA
"朗屏8號 2座 27樓 G室",NA,NA,NA,NA
"青衣邨 宜業樓 15樓 20室","Tsing Yi Estate Yee Yip House","Tsing Yi Estate Yee Yip House, Fung Shue Wo Rd, Tsing Yi, Hong Kong",22.3546651,114.1027181
"瓊麗苑 瓊昌閣 (A座) 二十六樓 1室","King Lai Court Block A King Cheong House","King Lai Court Block A King Cheong House, 38 Po Kong Village Rd, Hammer Hill, Hong Kong",22.3416322,114.211047
"嘉寧大廈 11樓 F室",NA,NA,NA,NA
"天瀧 7座 11樓 B室",NA,NA,NA,NA
"都會駅 1期 2座 37樓 F室",NA,NA,NA,NA
"海峯 28樓 B室",NA,NA,NA,NA
"綠怡居 車位 地庫 176號","Botania Villa","138號 Fuk Hang Tsuen Rd, Lam Tei, Hong Kong",22.4179518,113.9857943
"星凱．堤岸 1座 47樓 B室",NA,NA,NA,NA
"星凱．堤岸 1座 48樓 B室",NA,NA,NA,NA
"龍崗道41號 五樓 41號","五 41 号","五 41 号, 41 Lung Kong Rd, Kowloon City, Hong Kong",22.329596,114.190251
"富業樓 四樓 C室","Yip Wong Estate Yip Wo House","21號 Tin Hau Rd, Tuen Mun, Hong Kong",22.3880403,113.968368
"衙前圍道78-80號/南角道26-28號 四樓 C室(28號)","四 c","四 c, 28 Nga Tsin Long Road, 28 Nga Tsin Long Rd, Kowloon City, Hong Kong",22.32877,114.1894448
"衙前圍道92號 六樓 前座",NA,NA,NA,NA
"金安樓 五樓 前座(B室)","Come on Building","387號 Castle Peak Road-Castle Peak Bay, Tuen Mun, Hong Kong",22.38883,113.9800963
"佳景樓 4樓 A室",NA,NA,NA,NA
"佳景樓 6樓 C室",NA,NA,NA,NA
"天瀧 3座 10樓 B室",NA,NA,NA,NA
"澐璟 3A座 19樓 A室",NA,NA,NA,NA
"龍崗道29-31號 四樓 29A號","四 29a","四 29a, 29 Lung Kong Road, 29 Lung Kong Rd, Kowloon City, Hong Kong",22.3292434,114.1902407
"龍翔閣 六樓 C室","龍翔閣","Lung Cheung Court, Lung Kong Rd, Kowloon City, Hong Kong",22.329381,114.190286
"凱玥 2座 8樓 B室",NA,NA,NA,NA
"凱玥 2座 9樓 B室",NA,NA,NA,NA
"錦泰苑 錦天閣 (J座) 2樓 5室","Kam Tai Court Block J Kam Tin House","33號 Ning Tai Rd, Ma On Shan, Hong Kong",22.406948,114.220834
"傲雲峰 1座 31樓 D室","Sky Tower Tower 1","Sky Tower Tower 1, 38 Sung Wong Toi Rd, Ma Tau Chung, Hong Kong",22.3233092,114.1897535
"安楹苑 B座 24樓 5室",NA,NA,NA,NA
"沙田第一城 7期 35座 34樓 C室","City One - Shatin Block 35","City One - Shatin Block 35, 1 Po Shing St, City One - Shatin, Hong Kong",22.3855872,114.2043944
"碧濤花園 1期 雅碧閣 (1座) 24樓 G室",NA,NA,NA,NA
"蔚藍灣畔 6座 42樓 A室","Residence Oasis Tower 6","Residence Oasis Tower 6, Tseung Kwan O, Hong Kong",22.3153385,114.265373
"愉翠苑 愉禮閣 (O座) 27樓 4室","Yu Chui Court Block S Yu Kan House","Yu Chui Court Block S Yu Kan House, 6 Ngau Pei Sha St, Sha Tin, Hong Kong",22.3813424,114.2062619
"華景園 2座 19樓 A室",NA,NA,NA,NA
"THE PARKSIDE 車位 地庫 R031號",NA,NA,NA,NA
"匯景花園 4座 34樓 B室","Sceneway Garden Block 4","Sceneway Garden Block 4, 8 Sceneway Rd, Sceneway Garden, Hong Kong",22.3075448,114.2338119
"海濱南岸 4座 1樓 E室","Harbour Place BLK 1","Harbour Place Block 1, 8 Oi King St, Hung Hom Bay, Hong Kong",22.3028738,114.1875101
"薈鳴 23樓 G室",NA,NA,NA,NA
"嘉業大廈 13樓 C室","薈萃服康中心","Hong Kong, 香港九龍旺角 彌敦道749號 歐亞銀行大廈13樓B及C室",22.323506,114.168298
"良景邨 良賢樓 (8座) 17樓 17室","Leung King Estate Leung Yin House","31號 Tin King Rd, Tuen Mun, Hong Kong",22.408183,113.963784
"德泰大廈 7樓 C室","G-Tech","Hong Kong, Tuen Mun, Shek Pai Tau Rd, 7號, Delya Industrial Center, C13室1房C座16樓",22.4005598,113.969352
"Novo Land 2B期 Arreso 2座 32樓 D室",NA,NA,NA,NA
"天璽．海 1期 3座 19樓 B室",NA,NA,NA,NA
"恒峰花園 3座 19樓 C室","Granville Garden Block 3","Granville Garden Block 3, 18 Pik Tin St, Tai Wai, Hong Kong",22.3779806,114.1718438
"龍蟠苑 龍璣閣 (D座) 三十七樓 10室",NA,NA,NA,NA
"薄扶林道63號 1座 (Amber House) 18樓 E室",NA,NA,NA,NA
"天悅閣 22樓 65號","天悅閣","65號 Bonham Rd, Sai Wan, Hong Kong",22.2843135,114.1393611
"泓都 1座 29樓 D室","The Merton Tower 1","The Merton Tower 1, 38 New Praya, Kennedy Town, Hong Kong",22.2834916,114.1261361
"光前大廈 2座 15樓 A室","Kong Chian Tower","351 Des Voeux Rd W, Sai Wan, Hong Kong",22.287058,114.136531
"昌麗閣 3樓 A室",NA,NA,NA,NA
"定安大廈 B座 十樓 B10室","定安大廈E座十三樓十室","Hong Kong, To Kwa Wan, To Kwa Wan Rd, 78-80W號",22.3173293,114.1901363
"荃景花園 1期 1座 4樓 D室",NA,NA,NA,NA
"筲箕灣廣場 麗文苑 (1座) 4樓 C室","Shaukeiwan Plaza Lai Man Court","Shaukeiwan Plaza Lai Man Court, 17 Nam Hong St, Shau Kei Wan, Hong Kong",22.2775335,114.2262639
"積康樓 3樓 H室","積康樓","33號 Chik Fu St, Tai Wai, Hong Kong",22.3753351,114.1779886
"富善邨 善群樓 (1座) 14樓 18室",NA,NA,NA,NA
"御景峰 31樓 K室",NA,NA,NA,NA
"天鑽 12座 5樓 G室",NA,NA,NA,NA
"高宏苑 B座 16樓 4室",NA,NA,NA,NA
"連方 I 11樓 F室",NA,NA,NA,NA
"連方 II 6樓 N10室",NA,NA,NA,NA
"黃金海灣 1期 意嵐 5B座 21樓 F室",NA,NA,NA,NA
"連方 II 17樓 S2室",NA,NA,NA,NA
"美孚新邨 3期 百老匯街45-47號 10樓 47號D室","美孚新邨四期商場","77 Broadway, Mei Foo Sun Chuen, Hong Kong",22.3361539,114.1410171
"新都城 1期 4座 31樓 B室",NA,NA,NA,NA
"THE PARKSIDE 車位 地庫 R024號",NA,NA,NA,NA
"東方花園 B座 5樓 B1室","Oriental Gardens Block B","Oriental Gardens Block B, 236-238 Prince Edward Rd W, Prince Edward, Hong Kong",22.3258712,114.1757276
"珠城大廈 C座 12樓 C4室","珠城大厦C座","22號 Paterson St, Causeway Bay, Hong Kong",22.2809624,114.1857261
"龍譽 1B座 38樓 G室",NA,NA,NA,NA
"君匯港 5座 47樓 F室","Harbour Green Tower 5","Harbour Green Tower 5, 8 Sham Mong Rd, Tai Kok Tsui, Hong Kong",22.3222471,114.1593093
"浪翠園 5期(帝華軒) 2座 16樓 D室",NA,NA,NA,NA
"陶德大廈 九樓 642號","陶德大廈","Hong Kong, Mong Kok, Nathan Rd, 646號陶德大廈",22.3186032,114.1697711
"華明邨 信明樓 (2座) 23樓 31室","Wah Ming Estate Block 2 Shun Ming House","華明邨, Fanling, Hong Kong",22.4843508,114.1405045
"名城 3期 盛世 車位 停車場層 R523號","Festival City I","1 Mei Tin Rd, Tai Wai, Hong Kong",22.3701591,114.175644
"啟欣苑 A座 8樓 16室",NA,NA,NA,NA
"太古城 觀海台 東海閣 (45座) 20樓 B室",NA,NA,NA,NA
"朗怡居 3座 8樓 H室","Villa Premiere","99 Fung Cheung Rd, Yuen Long, Hong Kong",22.4399523,114.0345002
"維港灣 8座 36樓 D室","Island Harbourview Block 8","Island Harbourview Block 8, 11 Hoi Fai Rd, Tai Kok Tsui, Hong Kong",22.317976,114.1576372
"彩華花園 B座 1樓 2室","Rainbow Garden Block B","Rainbow Garden Block B, 351 Castle Peak Road-Castle Peak Bay, Tuen Mun, Hong Kong",22.3862649,113.9806429
"啟岸 21樓 B8室",NA,NA,NA,NA
"高臨 A2座 30樓 F室",NA,NA,NA,NA
"永利中心 車位 3樓 23號","Winner Centre Car Park","Hong Kong, Chai Wan, Chai Wan Rd, 333號, Winner Centre Block B, 71G地下",22.2637282,114.2382843
"德雅苑 33樓 3室",NA,NA,NA,NA
"悅湖山莊 13座 13樓 G室","Yuet Wu Villa Block 13","Yuet Wu Villa Block 13, 2 Wu Sau St, Tuen Mun, Hong Kong",22.3752554,113.9671914
"天盛苑 盛勤閣 (E座) 13樓 2室","Tin Shing Court Block E Shing Kan House","Tin Shing Court Block E Shing Kan House, 3 Tin Ching St, Tin Shui Wai, Hong Kong",22.4473196,114.0006746
"悅湖山莊 11座 25樓 K室","Yuet Wu Villa Block 11","Yuet Wu Villa Block 11, 2 Wu Sau St, Tuen Mun, Hong Kong",22.3749572,113.9679813
"彩明苑 彩松閣 (C座) 11樓 2室",NA,NA,NA,NA
"寶怡花園 2座 10樓 G室",NA,NA,NA,NA
"瑞生樓 11樓 B室(NO. 17)",NA,NA,NA,NA
"美景花園 12座 17樓 F室","Mayfair Gardens Block 12","Mayfair Gardens Block 12, 2-16 Sai Shan Rd, Sai Shan, Hong Kong",22.3443686,114.1067525
"天鑽 12座 9樓 C室",NA,NA,NA,NA
"峻巒 2B期 Park Yoho Napoli 22座 10樓 A室",NA,NA,NA,NA
"Novo Land 3B期 Fiskars 1座 26樓 J室",NA,NA,NA,NA
"穗禾苑 詠興閣 (J座) 2樓 4室","Sui Wo Court Block J Wing Hing House","Hong Kong, 穗禾路10號沙田市地段43地段",22.3923324,114.1932379
"柏𣾷 3座","柏𣾷3座","138號 Tong Yan San Tsuen Rd, Ping Shan, Hong Kong",22.4327676,114.0099117
"翠擁華庭 車位 地庫2 138號",NA,NA,NA,NA
"永興大樓 22樓 A室","永興大樓","374～380號 Shau Kei Wan Rd, Shau Kei Wan, Hong Kong",22.2778284,114.2266961
"美孚新邨 4期 百老匯街97-99號 6樓 99號B室","Mei Foo Sun Chuen Stage 8","Mei Foo Sun Chuen Stage 8 - 102-104 Broadway, Broadway, Lai Chi Kok, Hong Kong",22.3343225,114.1412255
"天宇海 1B座 12樓 D室",NA,NA,NA,NA
"Imperial Kennedy 38樓 D室",NA,NA,NA,NA
"欣榮花園 3座 2樓 E室","Jubilant Place Block 3","Jubilant Place Block 3, 99 Pau Chung St, To Kwa Wan, Hong Kong",22.3212214,114.1890337
"龍華大廈 七樓 M室","譽華大廈","Yu Wah Building, 15號 Cheung Sha Wan Rd, Tong Mi, Hong Kong",22.326963,114.166956
"泰峯 2A座 32樓 F室",NA,NA,NA,NA
"常福大廈 三樓 A室","福僑大樓","143-145號 Fuk Wa St, Un Chau, Hong Kong",22.331245,114.162556
"映灣園 3期 悅濤軒 海雲天 (12座) 55樓 A室",NA,NA,NA,NA
"匯景花園 車位 4樓 151號","Sceneway Garden Car Park","Sceneway Garden, Hong Kong",22.307183,114.233207
"英皇道484號 1樓 前座(A室)",NA,NA,NA,NA
"昌明洋樓 車位 3樓 23號","King's Towers Car Park","North Point, Hong Kong",22.2908852,114.2013691
"銀禧花園 3座 10樓 C室","Jubilee Garden Block 3","Jubilee Garden Block 3, 2-18 Lok King St, Fo Tan, Hong Kong",22.3973879,114.2002727
"富豪花園 雅仕閣 (E座) 21樓 A室",NA,NA,NA,NA
"福滿大廈 十七樓 E室","smartME Corporation Limited - 搵樓放盤平台","17/F, Wheelock House, 20 Pedder St, Central, Hong Kong",22.282005,114.1573585
"Sunbeam 3座",NA,NA,NA,NA
"匯景花園 9座 16樓 H室","Sceneway Garden Block 9","Sceneway Garden Block 9, 8 Sceneway Rd, Sceneway Garden, Hong Kong",22.3058291,114.2336398
"港灣豪庭 1期 3座 38樓 B室",NA,NA,NA,NA
"運通大廈 2樓 A室",NA,NA,NA,NA
"翠擁華庭 15座 9樓 B室","Monte Vista Block 15","Monte Vista Block 15, 9 Sha On St, Monte Vista, Hong Kong",22.4273373,114.243457
"錦豐苑 錦蘭閣 (J座) 33樓 18室","Kam Fung Court Block J Kam Lan House","Kam Fung Court Block J Kam Lan House, 638 Sai Sha Rd, Ma On Shan, Hong Kong",22.4210616,114.2258149
"恩賜大廈 8樓 A室",NA,NA,NA,NA
"康強苑 38樓 8室","Hong Keung Court","Hong Keung Court, 23 Heng Lam St, Lo Fu Ngam, Hong Kong",22.3371978,114.1895689
"睿峰 西翼 32樓 D室",NA,NA,NA,NA
"美孚新邨 3期 百老匯街41-43號 10樓 43號A室",NA,NA,NA,NA
"綠悠雅苑 2座 18樓 D室","Greenview Villa Tower 2","Greenview Villa Tower 2, 18 Tsing Luk St, Tsing Yi, Hong Kong",22.3528756,114.1042442
"牽晴間 9座 18樓 G室","世紀21奇豐物業（粉嶺牽晴間分行）","Hong Kong, Fanling, Yat Ming Rd, 23號牽晴間商場1樓102B號鋪",22.4869439,114.1435173
"龍蟠苑 龍璣閣 (D座) 二十九樓 13室","Lung Poon Court Lung Kei House","Lung Poon Court Lung Kei House, 8 Lung Poon St, Tai Hom, Hong Kong",22.3424789,114.1996225
"寶雲道6B-6E號 2樓 6C號","2 6c","2 6c, 6B Bowen Rd, Mid-Levels, Hong Kong",22.274571,114.1603454
"天晉 II 3B座 中層 D室",NA,NA,NA,NA
"美孚新邨 8期 百老匯街130-132號 高層 132號A室",NA,NA,NA,NA
"美孚新邨 8期 百老匯街130-132號 高層 130號D室",NA,NA,NA,NA
"浪澄灣 2座 低層 C室","浪澄灣2座","The Long Beach Tower 2, 8號 Hoi Fai Rd, Tai Kok Tsui, Hong Kong",22.3191127,114.1556494
"Hollywood Hill 18樓 B室",NA,NA,NA,NA
"海日灣 Court C 2座 10樓 A室",NA,NA,NA,NA
"凱和山 5座 18樓 K室",NA,NA,NA,NA
"聯發大樓 三樓 26號",NA,NA,NA,NA
"合眾樓 三樓 39號",NA,NA,NA,NA
"打鼓嶺道30號 六樓 30號","六 30 号","六 30 号, 30 Tak Ku Ling Rd, Kowloon City, Hong Kong",22.329218,114.191661
"聯發大樓 五樓 28號",NA,NA,NA,NA
"啟欣苑 B座 30樓 6室",NA,NA,NA,NA
"啟欣苑 B座 33樓 19室",NA,NA,NA,NA
"啟欣苑 A座 5樓 2室",NA,NA,NA,NA
"啟欣苑 B座 18樓 16室",NA,NA,NA,NA
"啟欣苑 A座 31樓 22室",NA,NA,NA,NA
"啟欣苑 B座 22樓 17室",NA,NA,NA,NA
"嘉湖山莊 2期 賞湖居 4座 8樓 C室","Sherwood Crt - Kingswood Villas Block 4","Sherwood Crt - Kingswood Villas Block 4, 3 Tin Wu Rd, Tin Shui Wai, Hong Kong",22.4537157,114.0020391
"恆景花園 37樓 B室",NA,NA,NA,NA
"寶湖花園 A座 4樓 8室","Plover Cove Garden Block A","Plover Cove Garden Block A, 3 Plover Cove Rd, Tai Po, Hong Kong",22.4496123,114.1680589
"御景峰 30樓 J室",NA,NA,NA,NA
"安利大廈 十二樓 C室","On Lee Building","On Lee Building, Yuen Long On Ning Rd, Yuen Long, Hong Kong",22.4462659,114.0245189
"港島南岸 1期 晉環 1座 (1B) 20樓 B室",NA,NA,NA,NA
"Wetland Seasons Bay 1期 2B座 9樓 A1室",NA,NA,NA,NA
"新都城 3期 都會豪庭 2座 38樓 E室",NA,NA,NA,NA
"怡豐花園 A座 31樓 A7室",NA,NA,NA,NA
"鹿鳴街24號 六樓 24號","六 24 号","六 24 号, 24 Luk Ming St, Ma Tau Kok, Hong Kong",22.3218497,114.1918223
"天鑽 9座 3樓 J室",NA,NA,NA,NA
"美昌大廈 七樓 D室","Mei Cheong Building","53-61 Yan Hing St, Tai Po, Hong Kong",22.4490847,114.1640697
"珀麗灣 1期 17座 13樓 A室","Park Island Tower 17","Park Island Tower 17, 8 Pak Lai Rd, Park Island, Hong Kong",22.3502342,114.0599031
"米蘭軒 3樓 C室",NA,NA,NA,NA
"藍天海岸 1期 3座 38樓 H室","Coastal Skyline Tower 3","Coastal Skyline Tower 3, 12 Tung Chung Waterfront Rd, Coastal Skyline, Hong Kong",22.291115,113.9459795
"富安花園 14座 2樓 E室","Chevalier Garden Block 14","Chevalier Garden Block 14, Hang Shun St, Ma On Shan, Hong Kong",22.4039732,114.2253327
"利成大廈 七樓 B室","偉成大廈","56～68號 Wai Ching St, Yau Ma Tei, Hong Kong",22.3072493,114.1677845
"八達大廈 15樓 F室",NA,NA,NA,NA
"啟鑽苑 5座 (啟湖閣) 22樓 16室","Kai Chuen Court","235號 Choi Hung Rd, Tai Hom, Hong Kong",22.3393001,114.2000991
"黃金海灣 1期 意嵐 3座 10樓 M室",NA,NA,NA,NA
"沙田第一城 6期 26座 21樓 D室","City One - Shatin Block 26","City One - Shatin Block 26, 5 Tak Kei St, City One - Shatin, Hong Kong",22.3867652,114.2049421
"大興花園 2期 5座 34樓 E室","大興花園二期五座","Tai Hing Garden Phase 2 Block 5, 5號 Ho Hing Circuit, Tuen Mun, Hong Kong",22.3993524,113.9707266
"慧安園 2座 7樓 G室","Well On Garden Block 2","Well On Garden Block 2, 9 Yuk Nga Ln, Tseung Kwan O, Hong Kong",22.3241518,114.2537702
"海翩滙 5座 2樓 C室",NA,NA,NA,NA
"太就樓 六樓 I室","太就樓","Tai Chow House, 121 Quarry Bay St, Quarry Bay, Hong Kong",22.2828463,114.2128915
"裕東苑 啟東閣 (D座) 29樓 6室","Yu Tung Court Block D Kai Tung House","Yu Tung Road, Hong Kong",22.287471,113.943057
"將軍澳中心 2期 12座 50樓 C室",NA,NA,NA,NA
"環宇海灣 8座 39樓 D室","City Point Block 8","City Point Block 8, Tsuen Wan, Hong Kong",22.3636479,114.1157408
"名城 2期 盛薈 2座 20樓 SC室","Festival City II Tower 2","Festival City II Tower 2, 1 Mei Tin Rd, Festival City, Hong Kong",22.3690283,114.1740319
"太古城 海景花園(西) 紫樺閣 (36座) 13樓 D室","Harbour View Gardens Oak Mansion","Taikoo Shing, Harbour View Gardens Oak Mansion, 20 Tai Koo Wan Rd, Quarry Bay, Hong Kong",22.2874256,114.2155005
"海濱南岸 5座 16樓 D室","Harbour Place Block 5","Harbour Place Block 5, 8 Oi King St, Hung Hom, Hong Kong",22.3033333,114.1862239
"綠楊新邨 S座 21樓 2室","Luk Yeung Sun Chuen Block S","Luk Yeung Sun Chuen Block S, 22-66 Wai Tsuen Rd, Tsuen Wan, Hong Kong",22.372215,114.1212916
"帝庭軒 御庭軒 8座 19樓 E室",NA,NA,NA,NA
"啟德海灣 1期 2A座 6樓 D室",NA,NA,NA,NA
"文曜 8樓 A室",NA,NA,NA,NA
"林海山城 1座","Villa Lucca","36 Lo Fai Rd, Ting Kok, Hong Kong",22.4625128,114.1974501
"賢麗苑 賢德閣 (B座) 8樓 7室","Yin Lai Court Block B Yin Tak House","Yin Lai Court Block B Yin Tak House, Kwai Chung, Hong Kong",22.3493076,114.1260759
"翠寧花園 5座 2樓 A室","Tsui Ning Garden","Tsui Ning Garden Block 3, 2 Fung On St, Tuen Mun, Hong Kong",22.384158,113.9740703
"宇晴軒 1期 2座 49樓 F室",NA,NA,NA,NA
"利東邨 東逸樓 35樓 6室","Lei Tung Estate Tung Yat House","Lei Tung Estate Tung Yat House, 5 Lei Tung Estate Rd, Ap Lei Chau, Hong Kong",22.2406848,114.157823
"怡閣苑 怡康閣 (E座) 二樓 4室",NA,NA,NA,NA
"Double Coast 1期 Double Coast I 3座 7樓 H室",NA,NA,NA,NA
"啟鑽苑 3座 (啟池閣) 16樓 10室",NA,NA,NA,NA
"Koko Hills 3A期 Koko Rosso 6座 17樓 A室",NA,NA,NA,NA
"天富苑 偉富閣 (L座) 33樓 1室","Tin Fu Court Block L Wai Fu House","Tin Fu Court Block L Wai Fu House, 15 Tin Sau Rd, Tin Shui Wai, Hong Kong",22.4649724,113.9996928
"美景樓 1期 1座 十二樓 28室","Mei King Mansion Phase 1","Mei King Mansion Phase 1, 21 Lok Shan Rd, To Kwa Wan, Hong Kong",22.3161915,114.1905199
"富安花園 9座 11樓 C室","Galore Garden Block 9","Galore Garden Block 9, 100 Tin Ha Rd, Ha Tsuen, Hong Kong",22.439332,113.991257
"宏福苑 宏泰閣 (E座) 19樓 6室","Wang Fuk Court Block E Wang Tai House","Hong Kong, Tai Po, Kwong Wang St, 大埔公路-元洲仔段3821號 Wang Fuk Court Wang Tai House",22.4464957,114.1759256
"夏蕙閣 15樓 D室",NA,NA,NA,NA
"沙田第一城 2期 16座 29樓 B室","City One - Shatin Block 29","City One - Shatin Block 29, 2號 Tak Kei St, City One - Shatin, Hong Kong",22.3863641,114.2053273
