"日期","地址","成交價","面積_實","每呎價_實","資料來源"
"2024-10-31","龍崗道43號 三樓 43號",369,369,10000,"Land"
"2024-11-13","港島南岸 3C期 Blue Coast II 5座 31樓 A室",1829,802,22805,"Land"
"2024-11-05","日出康城 10期 LP10 2座 (2A) 28樓 A室",3040,1522,19974,"Land"
"2024-11-12","帝灣居 大廈 2樓 D室",1492.32,1330,11220,"Land"
"2024-10-28","衙前圍道84號 四樓 84號",666,769,8661,"Land"
"2024-11-01","衙前圍道90號 二樓 後座",374,355,10535,"Land"
"2024-10-28","龍翔閣 五樓 B室",221,241,9170,"Land"
"2024-10-30","京士柏山 4座 (70號) 3樓 B室",2368,1215,19490,"Land"
"2024-11-08","金源洋樓 B座 4樓 3室",233,240,9708,"Land"
"2024-11-13","環海．東岸 22樓 B室(T1b)",300,NA,NA,"Land"
"2024-11-11","天晉 IIIA 3A座 7樓 B室",608,352,17273,"Land"
"2024-11-18","采葉庭 5座 10樓 B室",685,658,10410,"Land"
"2024-11-15","朗庭園 2座 17樓 B室",415,423,9811,"Land"
"2024-11-18","宏富苑 7樓 6室",375,435,8621,"Land"
"2024-11-08","Novo Land 3B期 Fiskars 1座 21樓 A1室",814.65,675,12069,"Land"
"2024-11-15","柏傲莊 1期 2座 (2B) 18樓 D室",928,483,19213,"Land"
"2024-11-15","嘉華大廈 16樓 E室",228,270,8444,"Land"
"2024-11-18","利奧坊．首隅 22樓 D室",711.43,353,20154,"Land"
"2024-11-14","置富花園 富豪苑 (H-5座) 17樓 G室",650,588,11054,"Land"
"2024-11-13","利奧坊．曉岸 2座 12樓 E室",320,203,15764,"Land"
"2024-11-13","利奧坊．曉岸 1座 5樓 G室",430,234,18376,"Land"
"2024-11-08","海景樓 18樓 17室",260,330,7879,"Land"
"2024-11-15","淘大花園 3B期 Q座 18樓 2室",528,460,11478,"Land"
"2024-10-29","天瀧 5座 18樓 B室",5134,1382,37149,"Land"
"2024-11-21","黃大仙下邨(一區) 龍豐樓 (2座) 21樓 16室",218,376,5798,"Land"
"2024-11-08","維景灣畔 2期 9座 49樓 H室",746,498,14980,"Land"
"2024-11-08","尚柏 7樓 H室",445.71,488,9133,"Land"
"2024-11-15","澄碧邨 19座 2樓 B室",270,822,3285,"Land"
"2024-11-11","荃灣花園 車位 2樓 112號",135,NA,NA,"Land"
"2024-11-15","Downtown 38 19樓 C室",615,377,16313,"Land"
"2024-11-14","The Carmel 1座 5樓 B室",335,368,9103,"Land"
"2024-11-21","翠怡花園 B座 11樓 5室",390,392,9949,"Land"
"2024-11-20","美孚新邨 3期 百老匯街88-90號 3樓 88號B室",720,873,8247,"Land"
"2024-11-08","Novo Land 3B期 Fiskars 2B座 15樓 C室",589.23,468,12590,"Land"
"2024-11-08","Novo Land 3B期 Fiskars 1座 8樓 H室",498.75,417,11960,"Land"
"2024-11-19","Novo Land 3B期 Fiskars 2A座 20樓 J室",494.86,400,12372,"Land"
"2024-11-13","The Yoho Hub C期 The Yoho Hub II 6座 49樓 J室",982.48,638,15399,"Land"
"2024-11-19","榮華樓 三樓 4室",250,320,7813,"Land"
"2024-11-11","浩景臺 2座 14樓 C室",450,631,7132,"Land"
"2024-11-08","利奧坊．壹隅 2座 22樓 A室",972.38,405,24009,"Land"
"2024-11-15","港灣豪庭 2期 8座 23樓 G室",735,488,15061,"Land"
"2024-11-20","翠寧花園 3座 9樓 G室",345,592,5828,"Land"
"2024-11-01","鳳鳴大廈 十八樓 B室",400,690,5797,"Land"
"2024-11-08","帝峰．皇殿 2座 57樓 C室",1560,759,20553,"Land"
"2024-11-19","太古城 觀海台 東海閣 (45座) 4樓 D室",905,708,12782,"Land"
"2024-11-13","南豐新邨 1座 10樓 B室",430,391,10997,"Land"
"2024-11-12","柏景灣 2期 帝柏海灣 3座 27樓 G室",898,473,18985,"Land"
"2024-11-15","鯉景灣 A段 觀景閣 (2座) 8樓 E室",673,536,12556,"Land"
"2024-11-15","賽西湖大廈 3座 2樓 C室",1680,1090,15413,"Land"
"2024-11-15","The Yoho Hub C期 The Yoho Hub II 6座 52樓 F室",1242.74,747,16636,"Land"
"2024-11-06","The Yoho Hub C期 The Yoho Hub II 6座 43樓 K室",840.11,490,17145,"Land"
"2024-11-12","日出康城 12期B Park Seasons 2座 (2A) 12樓 A室",654.9,448,14618,"Land"
"2024-11-15","日出康城 12期B Park Seasons 2座 (2A) 33樓 G室",490.1,325,15080,"Land"
"2024-11-08","加州花園 1期A 爵仕居 芙蓉徑 30號屋",860,968,8884,"Land"
"2024-11-01","瑜悅 15樓 H室",503.82,350,14395,"Land"
"2024-10-30","駿景園 2期 9座 35樓 D室",1128,1039,10857,"Land"
"2024-11-14","大埔中心 2期 5座 30樓 A室",342.8,299,11465,"Land"
"2024-11-04","利豐大廈 二十二樓 F室",440,370,11892,"Land"
"2024-11-11","聯昌大樓 六樓 5室(42號後座)",203,526,3859,"Land"
"2024-11-06","石塘街9號 3樓 9號",300,762,3937,"Land"
"2024-11-08","Double Coast 1期 Double Coast I 5座 5樓 D室",619.6,304,20382,"Land"
"2024-11-14","瓊山苑 瓊琚閣 (C座) 六樓 4室",290,414,7005,"Land"
"2024-11-14","偉華中心 4座 27樓 G室",423,297,14242,"Land"
"2024-11-15","翠怡花園 1期 6座 18樓 B室",450,365,12329,"Land"
"2024-11-13","The Yoho Hub C期 The Yoho Hub II 6座 15樓 J室",891.72,639,13955,"Land"
"2024-11-18","冠暉苑 高暉閣 (B座) 11樓 15室",200,291,6873,"Land"
"2024-11-18","筲箕灣廣場 麗怡苑 (2座) 16樓 D室",508,449,11314,"Land"
"2024-11-15","新港城 5期 海濤居 3座 25樓 F室",528,417,12662,"Land"
"2024-11-08","Double Coast 1期 Double Coast I 3座 17樓 C室",785.5,420,18702,"Land"
"2024-11-12","Double Coast 1期 Double Coast I 3座 9樓 H室",557.2,324,17198,"Land"
"2024-11-19","生昌大廈 七樓 E室",315,252,12500,"Land"
"2024-11-20","豐盛苑 榮盛閣 (A座) 1樓 6室",270,381,7087,"Land"
"2024-11-20","百福花園 百喜閣 十七樓 G室",535,543,9853,"Land"
"2024-11-18","粉嶺名都 百利閣 (2座) 23樓 G室",460,454,10132,"Land"
"2024-11-12","銀禧花園 銀禧閣 8樓 E1室",758,660,11485,"Land"
"2024-11-13","愉景灣 5期頤峰 韶山閣 (2座) 22樓 E室",339,439,7722,"Land"
"2024-11-15","熙華大廈 B座 10樓 5室",650,492,13211,"Land"
"2024-11-18","泓景臺 車位 3樓 283號",105,NA,NA,"Land"
"2024-11-18","太古城 海景花園(西) 翠榕閣 (34座) 10樓 G室",1722,1015,16966,"Land"
"2024-11-14","澐璟 8座 9樓 A室",4887.65,1525,32050,"Land"
"2024-11-06","連方 II 7樓 S7室",510.9,213,23986,"Land"
"2024-11-14","啟鑽苑 3座 (啟池閣) 2樓 8室",162.34,NA,NA,"Land"
"2024-11-15","啟鑽苑 3座 (啟池閣) 9樓 8室",177.44,NA,NA,"Land"
"2024-11-15","啟鑽苑 3座 (啟池閣) 34樓 12室",184.16,NA,NA,"Land"
"2024-10-31","都會151 12樓 B室",547,423,12931,"Land"
"2024-10-30","瓏門 1期 5座 38樓 D室",900,646,13932,"Land"
"2024-11-22","欣盛苑 欣悅閣 (D座) 32樓 8室",200,401,4988,"Land"
"2024-11-19","御半山 1期 1B座 32樓 D室",415,379,10950,"Land"
"2024-11-19","文裔大廈 六樓 174號",280,446,6278,"Land"
"2024-11-20","寶榮樓 二樓 B室",226.8,516,4395,"Land"
"2024-11-21","汀雅苑 雅文閣 (B座) 12樓 8室",457.8,495,9248,"Land"
"2024-11-21","愛琴海岸 3座 31樓 G室",450,519,8671,"Land"
"2024-11-18","黃金海灣 1期 意嵐 5B座 23樓 K室",238.7,206,11587,"Land"
"2024-10-31","新威園 C座 十八樓 5室",585,574,10192,"Land"
"2024-11-22","鳳德邨 黛鳳樓 (4座) 24樓 16室",326,485,6722,"Land"
"2024-11-20","廣東道1015號 八樓 1015號",280,390,7179,"Land"
"2024-11-18","壹環 19樓 G室",1730,856,20210,"Land"
"2024-11-01","凱帆軒 1座 23樓 G室",695,448,15513,"Land"
"2024-11-01","嘉湖山莊 7期 景湖居 7座 16樓 D室",450,544,8272,"Land"
"2024-10-30","Yoho Town 2期 Yoho Midtown 9座 33樓 F室",670,534,12547,"Land"
"2024-11-01","悅湖山莊 2座 13樓 C室",468.8,592,7919,"Land"
"2024-11-01","瀚名 2樓 D室",602,298,20201,"Land"
"2024-11-01","荃灣中心 桂林樓 (2座) 7樓 A室",340,377,9019,"Land"
"2024-10-29","峻巒 2B期 Park Yoho Napoli 26座 1樓 C室",600,NA,NA,"Land"
"2024-11-12","碧堤半島 1期 7座 13樓 A室",749,755,9921,"Land"
"2024-11-14","薈晴 2座 3樓 B03室",250,NA,NA,"Land"
"2024-11-07","康樂園 第二十三街 2號",1900,1535,12378,"Land"
"2024-11-13","雙喜樓 7樓 C室",395,220,17955,"Land"
"2024-11-13","朗賢峯 2A期 3座 6樓 F室",983.5,490,20071,"Land"
"2024-11-15","瑜一 IA期 1座 (1B) 8樓 C室",750.34,338,22199,"Land"
"2024-11-13","嘉翠園 1座 23樓 H室",446,465,9591,"Land"
"2024-11-18","麗晶花園 6座 34樓 D室",450,538,8364,"Land"
"2024-11-14","城市花園 2期 10座 18樓 E室",1668,1012,16482,"Land"
"2024-11-18","天璽．天 1期 6座 32樓 G室",1146.7,454,25258,"Land"
"2024-11-15","龍華樓 四樓 B室",300,419,7160,"Land"
"2024-11-11","薈蕎 1翼 8樓 A9室",470,401,11721,"Land"
"2024-11-07","同發樓 六樓 A室",370,371,9973,"Land"
"2024-11-20","瀚然 32樓 C室",2700,918,29412,"Land"
"2024-11-19","珀麗灣 2期 3座 15樓 A室",853,774,11021,"Land"
"2024-11-18","嘉田苑 嘉祺閣 (B座) 三十五樓 3室",350,469,7463,"Land"
"2024-11-19","康田苑 裕康閣 (A座) 七樓 2室",478,550,8691,"Land"
"2024-11-25","宏富苑 中層 10室",393,440,8932,"AC"
"2024-11-15","One Wood Road 7樓 B室",1077.1,460,23415,"Land"
"2024-11-15","One Wood Road 6樓 B室",1063.4,460,23117,"Land"
"2024-11-11","菁雋 8樓 19室",300,227,13216,"Land"
"2024-11-08","栢慧豪園 1期 2座 53樓 C室",450,493,9128,"Land"
"2024-11-08","汀雅苑 雅賢閣 (A座) 3樓 3室",458,563,8135,"Land"
"2024-11-08","得運大廈 三樓 E室",205,248,8266,"Land"
"2024-11-08","太湖花園 1期 車位 地庫 255號",90,NA,NA,"Land"
"2024-11-08","東堤灣畔 車位 地下(南) D20號",115,NA,NA,"Land"
"2024-11-15","慈愛苑 1及2期 愛慧閣 (A座) 三十二樓 5室",310,401,7731,"Land"
"2024-11-06","翠屏花園 D座 9樓 7室",250,262,9542,"Land"
"2024-11-04","粉嶺名都 龍騰閣 (4座) 8樓 F室",417.8,399,10471,"Land"
"2024-10-30","啟鑽苑 3座 (啟池閣) 36樓 7室",305.76,NA,NA,"Land"
"2023-04-18","高宏苑 B座 9樓 19室",209.12,NA,NA,"Land"
"2023-05-23","高宏苑 A座 17樓 2室",143.49,NA,NA,"Land"
"2023-05-23","高宏苑 A座 7樓 5室",146.33,NA,NA,"Land"
"2023-04-13","高宏苑 A座 30樓 22室",226.01,NA,NA,"Land"
"2023-05-18","高宏苑 A座 29樓 7室",156.11,NA,NA,"Land"
"2022-12-02","冠山苑 35樓 4室",315.03,NA,NA,"Land"
"2024-04-05","兆翠苑 B座 8樓 12室",187.4,NA,NA,"Land"
"2024-02-06","兆翠苑 A座 21樓 2室",261.18,NA,NA,"Land"
"2024-01-31","兆翠苑 A座 21樓 1室",335.44,NA,NA,"Land"
"2024-02-26","兆翠苑 A座 17樓 7室",265.4,NA,NA,"Land"
"2024-04-05","兆翠苑 B座 14樓 12室",191.66,NA,NA,"Land"
"2023-01-03","安秀苑 A座 6樓 13室",285.77,NA,NA,"Land"
"2023-01-16","啟欣苑 A座 1樓 1室",201.88,NA,NA,"Land"
"2022-12-28","啟欣苑 B座 19樓 11室",246.23,NA,NA,"Land"
"2022-12-01","啟欣苑 A座 9樓 17室",314.42,NA,NA,"Land"
"2022-11-15","啟欣苑 B座 20樓 20室",372.08,NA,NA,"Land"
"2023-01-11","啟欣苑 A座 16樓 4室",228.82,NA,NA,"Land"
"2022-11-23","啟欣苑 A座 10樓 5室",356.28,NA,NA,"Land"
"2022-11-17","啟欣苑 A座 26樓 10室",392.03,NA,NA,"Land"
"2023-01-03","啟欣苑 B座 5樓 14室",239.27,NA,NA,"Land"
"2023-01-09","啟欣苑 A座 14樓 12室",223.99,NA,NA,"Land"
"2023-01-12","啟欣苑 A座 3樓 4室",215.28,NA,NA,"Land"
"2022-12-09","啟欣苑 B座 35樓 14室",259.11,NA,NA,"Land"
"2023-01-06","啟欣苑 A座 20樓 1室",242.2,NA,NA,"Land"
"2023-02-16","啟欣苑 B座 8樓 18室",151.21,NA,NA,"Land"
"2022-11-25","啟欣苑 B座 40樓 13室",353.58,NA,NA,"Land"
"2023-02-17","啟欣苑 A座 20樓 7室",154.75,NA,NA,"Land"
"2023-01-04","啟欣苑 A座 38樓 3室",244.71,NA,NA,"Land"
"2023-02-20","啟欣苑 A座 5樓 24室",141.18,NA,NA,"Land"
"2022-11-29","啟欣苑 B座 8樓 13室",331.03,NA,NA,"Land"
"2023-02-16","啟欣苑 B座 13樓 18室",154.07,NA,NA,"Land"
"2023-02-20","啟欣苑 B座 9樓 7室",146.86,NA,NA,"Land"
"2023-01-06","啟欣苑 A座 11樓 13室",225.18,NA,NA,"Land"
"2024-11-07","大安大廈 5樓 126號",400,559,7156,"Land"
"2024-11-07","兆禧苑 安禧閣 (A座) 十六樓 9室",300,363,8264,"Land"
"2024-11-06","鑽石樓 八樓 631號",280,420,6667,"Land"
"2024-11-04","廣富大廈 十三樓 M室",400,586,6826,"Land"
"2024-11-15","滙都 1期 滙都 I 1座 3樓 B01室",445.12,435,10233,"Land"
"2024-11-18","滙都 1期 滙都 I 1座 5樓 A09室",454.4,450,10098,"Land"
"2024-11-12","滙都 1期 滙都 I 1座 9樓 B01室",456.06,435,10484,"Land"
"2024-11-01","滙都 1期 滙都 I 2座 5樓 A05室",444.46,440,10101,"Land"
"2024-11-15","滙都 1期 滙都 I 3座 8樓 B03室",446.14,433,10303,"Land"
"2024-11-11","滙都 1期 滙都 I 3座 12樓 A01室",515.51,449,11481,"Land"
"2024-11-13","金谷大廈 21樓 A室(137號)",745,573,13002,"Land"
"2024-11-13","昌業大廈 十五樓 354號",405,579,6995,"Land"
"2024-11-05","維港1號 2B座 33樓 E室",921.2,452,20381,"Land"
"2024-11-14","豐盛閣 3樓 C室",160,178,8989,"Land"
"2024-11-13","德豐大廈 15樓 85A號",298,378,7884,"Land"
"2024-11-01","大同新邨 大滿樓 (G座) 十四樓 5室",300,326,9202,"Land"
"2024-11-14","Koko Hills 1期 3座 3樓 A室",1416.2,771,18368,"Land"
"2024-11-08","Novo Land 3B期 Fiskars 2B座 26樓 C室",598.66,468,12792,"Land"
"2024-11-08","Novo Land 3B期 Fiskars 2B座 15樓 B室",546.16,430,12701,"Land"
"2024-11-08","Novo Land 3B期 Fiskars 2B座 25樓 C室",597.8,468,12774,"Land"
"2024-11-15","景林邨 景榕樓 (8座) 15樓 8室",325,544,5974,"Land"
"2024-11-13","溱岸8號 3座 37樓 B室",1640,934,17559,"Land"
"2024-11-12","錦英苑 錦佳閣 (B座) 二十樓 4室",465,645,7209,"Land"
"2024-11-20","聯友新樓 15樓 4室",385,323,11920,"Land"
"2024-11-08","Double Coast 1期 Double Coast I 3座 19樓 B室",1285.2,627,20498,"Land"
"2024-11-14","維景灣畔 3期 16 座 7樓 C室",670,517,12959,"Land"
"2024-11-15","曉翠山莊 8座 3樓 B室",1360,1354,10044,"Land"
"2024-11-07","德福花園 U座 19樓 13室",580,547,10603,"Land"
"2024-11-11","上水名都 柏林閣 (1座) 16樓 H室",380,369,10298,"Land"
"2024-11-11","漁暉苑 天暉閣 (F座) 十九樓 6室",392.8,384,10229,"Land"
"2024-11-15","利東邨 東茂樓 13樓 34室",158,287,5505,"Land"
"2024-11-06","瓏珀山 2期 King Tower 2座 23樓 C室",1880,986,19067,"Land"
"2024-11-13","康澤花園 A座 22樓 6室",755,532,14192,"Land"
"2024-11-12","海璇 2B-2期 海璇 II 3座 22樓 A室",12000,2080,57692,"Land"
"2024-11-08","Double Coast 1期 Double Coast I 3座 39樓 F室",2900,1260,23016,"Land"
"2024-11-15","美景花園 8座 10樓 B室",368,432,8519,"Land"
"2024-11-18","珀．軒 26樓 E室",325,229,14192,"Land"
"2024-11-15","宣協大廈 25樓 B室",355,274,12956,"Land"
"2024-11-19","翠竹花園 14座 20樓 H室",550,591,9306,"Land"
"2024-11-21","景田苑 雄心閣 (D座) 十四樓 4室",300,447,6711,"Land"
"2024-11-06","黃金海灣 1期 意嵐 5B座 21樓 G室",366.2,328,11165,"Land"
"2024-11-15","淘大花園 1期 C座 22樓 3室",423,375,11280,"Land"
"2024-11-20","藍天海岸 1期 5座 27樓 E室",588,492,11951,"Land"
"2024-11-20","利奧坊．首隅 12樓 H室",657.61,351,18735,"Land"
"2024-11-19","文績大廈 六樓 45號",297,477,6226,"Land"
"2024-11-05","大興花園 1期 1座 2樓 D室",354,428,8271,"Land"
"2024-11-18","仁富大廈 17樓 G室",298,429,6946,"Land"
"2024-11-14","德田邨 德樂樓 (4座) 6樓 10室",273,598,4565,"Land"
"2024-11-18","原築 1座 2樓 H室",410,480,8542,"Land"
"2024-11-14","慧景軒 1座 23樓 D室",700,788,8883,"Land"
"2024-11-14","殷然 21樓 C室",1536,582,26392,"Land"
"2024-11-14","天樂園 1座 6樓 D室",860,821,10475,"Land"
"2024-11-07","維港滙 3期 1座 (1B) 9樓 A室",1150,524,21947,"Land"
"2024-11-15","百良大廈 17樓 C室",460,371,12399,"Land"
"2024-10-31","宏景花園 1座 32樓 G室",500,574,8711,"Land"
"2024-11-14","海茵莊園 2座 36樓 D3室",552,284,19437,"Land"
"2024-11-18","天璽．天 1期 5座 32樓 D室",1809.2,655,27621,"Land"
"2024-11-15","青怡花園 1座 14樓 H室",523.8,547,9576,"Land"
"2024-11-08","Double Coast 1期 Double Coast I 3座 20樓 L室",557.3,320,17416,"Land"
"2024-11-11","景新臺 1座 7樓 D室",508,660,7697,"Land"
"2024-11-01","瑜悅 23樓 E室",803.86,470,17103,"Land"
"2024-11-01","瑜悅 23樓 B室",593.9,350,16969,"Land"
"2024-11-19","安寧花園 3座 25樓 F室",400.38,583,6868,"Land"
"2024-11-13","都會駅 2期 城中駅 8座 30樓 F室",875,731,11970,"Land"
"2024-11-08","Novo Land 3B期 Fiskars 2B座 22樓 C室",595.81,468,12731,"Land"
"2024-11-08","Novo Land 3B期 Fiskars 2B座 11樓 C室",587.24,468,12548,"Land"
"2024-11-12","百祥大廈 通菜街26-28號 四樓 B1室(通菜街28號)",270,NA,NA,"Land"
"2024-11-08","嘉信大廈 B座 十四樓 3室",455,459,9913,"Land"
"2024-11-06","柏蔚森 2期 柏蔚森II 3座 8樓 G室",669.9,392,17089,"Land"
"2024-10-31","傲雲峰 車位 1樓 R69號",100,NA,NA,"Land"
"2024-10-31","利民大廈 七樓 C室",350,526,6654,"Land"
"2024-11-11","金獅花園 2期 金滿閣 (F座) 十八樓 3室",313.8,282,11128,"Land"
"2024-11-15","立坊 7樓 5室",540,429,12587,"Land"
"2024-11-11","翠竹花園 11座 16樓 J室",375,591,6345,"Land"
"2024-11-15","黃金海灣 1期 意嵐 5B座 21樓 J室",234.2,204,11480,"Land"
"2024-11-14","吉喆 26樓 B室",2482,821,30231,"Land"
"2024-10-28","陽明山莊 摘星樓 14座 16樓 81室",3880,1441,26926,"Land"
"2024-11-14","維景灣畔 2期 8座 52樓 A室",705,498,14157,"Land"
"2024-11-15","日出康城 3期A 緻藍天 鑽岸 (1座) 65樓 LB室",1360,1146,11867,"Land"
"2024-11-01","黃金海灣 1期 意嵐 5A座 16樓 P室",356.8,317,11256,"Land"
"2024-10-29","綠悠軒 5座 30樓 D室",408,456,8947,"Land"
"2024-11-15","君豪峰 35樓 P室",680,384,17708,"Land"
"2024-11-07","Silicon Hill 1期 翠景閣 第3座 10樓 A6室",500,NA,NA,"Land"
"2024-11-12","聯安新樓 9樓 5室",323,415,7783,"Land"
"2024-11-13","屏欣苑 B座 (屏彥閣) 5樓 27室",350,376,9309,"Land"
"2024-11-18","富榮花園 10座 16樓 A室",605,592,10220,"Land"
"2024-11-14","荃景花園 1期 2座 6樓 F室",392.8,408,9627,"Land"
"2024-11-11","愉景新城 3期 10座 2樓 A室",680,658,10334,"Land"
"2024-11-15","碧海藍天 1座 25樓 G室",750,497,15091,"Land"
"2024-11-15","邁亞美海灣 4座 30樓 B室",635,643,9876,"Land"
"2024-11-15","港灣豪庭 1期 6座 9樓 E室",538,337,15964,"Land"
"2024-11-14","榮福中心 5座 27樓 E室",225,431,5220,"Land"
"2024-11-12","曉柏峰 A座 17樓 A4室",317.7,185,17173,"Land"
"2024-11-19","帝濤灣 浪琴軒 5座 21樓 A室",910,1186,7673,"Land"
"2024-11-12","睿峰 西翼 33樓 D室",450,238,18908,"Land"
"2024-11-07","蔚皇居 20樓 C室",3000,1010,29703,"Land"
"2024-11-19","麗園大廈 5樓 C室",730,764,9555,"Land"
"2024-11-08","柏傲莊 1期 3座 (3A) 16樓 E室",650,357,18207,"Land"
"2024-11-14","港島南岸 4A期 海盈山 2座 (2A) 20樓 E室",1521.68,568,26790,"Land"
"2024-10-30","嘉運閣 2樓 B室",400,290,13793,"Land"
"2024-10-31","順利大廈 B座 12樓 B1室",415,443,9368,"Land"
"2024-11-14","天晉 IIIA 5A座 20樓 A室",1410,854,16511,"Land"
"2024-11-18","明雅苑 明凱閣 (A座) 19樓 2室",290,394,7360,"Land"
"2024-11-19","翠林邨 欣林樓 (4座) 6樓 22室",110,381,2887,"Land"
"2024-11-14","曉柏峰 A座 15樓 A12室",561.6,345,16278,"Land"
"2024-11-08","清水灣半島 2期 6座 48樓 A室",719.8888,684,10525,"Land"
"2024-11-01","黃金海灣 1期 意嵐 5A座 22樓 E室",550.5,439,12540,"Land"
"2024-10-30","康樂園 第五街 4號",3300,2579,12796,"Land"
"2024-11-08","Novo Land 3B期 Fiskars 2B座 6樓 C室",582.49,468,12446,"Land"
"2024-10-30","維港灣 車位 地下 G51號",178,NA,NA,"Land"
"2024-10-30","維港頌 6座 8樓 E室",1180,587,20102,"Land"
"2024-10-31","維景灣畔 1期 5座 7樓 H室",630,513,12281,"Land"
"2024-10-29","麗晶花園 4座 3樓 B室",369,407,9066,"Land"
"2024-11-11","海茵莊園 2座 29樓 B3室",552.5,284,19454,"Land"
"2024-11-06","泓景臺 2期 7座 57樓 D室",747,516,14477,"Land"
"2024-11-01","藍天海岸 3期 影岸‧紅 A座 (7座) 58樓 H室",690,569,12127,"Land"
"2024-11-12","荔欣苑 荔采閣 (B座) 31樓 1室",570,636,8962,"Land"
"2024-11-11","黃金海灣 1期 意嵐 5B座 22樓 J室",249.3,204,12221,"Land"
"2024-11-13","賽西湖大廈 2座 18樓 A室",2770,1297,21357,"Land"
"2024-11-01","瑜悅 11樓 F室",479.02,343,13966,"Land"
"2024-11-08","東港城 8座 20樓 C室",607,463,13110,"Land"
"2024-11-13","將軍澳廣場 1期 3座 22樓 A室",630,445,14157,"Land"
"2024-11-01","瑜悅 17樓 A室",1038.54,594,17484,"Land"
"2024-11-11","灝景灣 車位 2樓 5號",195,NA,NA,"Land"
"2024-11-12","V Happy Valley 1樓 B室",740,NA,NA,"Land"
"2024-11-01","瑜悅 9樓 A室",994.23,594,16738,"Land"
"2024-11-15","緹岸 1期 1A座 20樓 D室",292,315,9270,"Land"
"2024-11-13","麗港城 3期 32座 14樓 E室",758,687,11033,"Land"
"2024-11-15","牽晴間 10座 13樓 E室",404,384,10521,"Land"
"2024-11-11","Yoho Town 1期 1座 10樓 A室",605,516,11725,"Land"
"2024-11-15","啟德1號 I 大廈第1座 32樓 G室",1125,606,18564,"Land"
"2024-11-14","海茵莊園 2座 23樓 B3室",551.7,284,19426,"Land"
"2024-11-13","The Yoho Hub C期 The Yoho Hub II 6座 12樓 G室",1178.77,858,13739,"Land"
"2024-11-13","The Yoho Hub C期 The Yoho Hub II 6座 25樓 C室",699.57,448,15615,"Land"
"2024-11-08","Novo Land 3B期 Fiskars 1座 21樓 H室",509.13,417,12209,"Land"
"2024-11-13","Koko Hills 1期 2座 21樓 E室",1460.2,736,19840,"Land"
"2024-11-08","Larchwood 12樓 J室",498.8,259,19259,"Land"
"2024-11-11","麗港城 1期 車位 地庫 276號",145,NA,NA,"Land"
"2024-11-08","大埔中心 4期 7座 16樓 E室",480,451,10643,"Land"
"2024-11-08","柏蔚森 2期 柏蔚森II 3座 7樓 G室",666.6,392,17005,"Land"
"2024-11-15","順發大樓 六樓 4室",277,299,9264,"Land"
"2024-11-15","凱樂苑 A座 (凱碧閣) 39樓 17室",660.8,477,13853,"Land"
"2024-11-08","雨後 22樓 S室",391.17,294,13305,"Land"
"2024-11-18","荷李活華庭 B座 34樓 E室",1136,790,14380,"Land"
"2024-11-01","名城 1期 5座 12樓 SA室",900,679,13255,"Land"
"2024-11-04","匯璽 5期 匯璽III 7座 6樓 L室",920,526,17490,"Land"
"2024-11-13","好運中心 柏林閣 (C2座) 3樓 H室",408,326,12515,"Land"
"2024-11-08","卓譽峰 18樓 164A號",800,568,14085,"Land"
"2024-11-15","日出康城 12期B Park Seasons 2座 (2B) 25樓 F室",466.3,323,14437,"Land"
"2024-11-12","明德園 14樓 B室",1070,1249,8567,"Land"
"2024-11-01","南豐新邨 9座 4樓 F室",400,391,10230,"Land"
"2024-11-20","珀麗灣 2期 5座 1樓 E室",480,594,8081,"Land"
"2024-11-18","半島豪庭 1座 21樓 C室",1435,1005,14279,"Land"
"2024-11-18","勝興樓 六樓 E室",250,313,7987,"Land"
"2024-11-15","海怡半島 3期 美軒閣 (23座) 13樓 E室",960,781,12292,"Land"
"2024-11-11","啟德海灣 1期 2A座 16樓 K室",516.8,308,16779,"Land"
"2024-11-08","德成軒 8樓 D室",556,429,12960,"Land"
"2024-11-01","瑜悅 27樓 E室",853.01,470,18149,"Land"
"2024-11-01","瑜悅 23樓 J室",839.21,497,16886,"Land"
"2024-10-25","The Aster 23樓 C室",1867.9,617,30274,"Land"
"2024-11-01","瑜一 IA期 1座 (1B) 7樓 B室",736.91,333,22129,"Land"
"2024-11-08","澐璟 3B座 29樓 B室",1343.47,523,25688,"Land"
"2024-11-05","澐璟 3B座 28樓 A室",1691.98,659,25675,"Land"
"2024-11-06","嘉熙 8座 20樓 C室",3750,1699,22072,"Land"
"2024-11-18","天晉 II 5B座 9樓 A室",852.8,549,15534,"Land"
"2024-11-20","康林苑 景林閣 (C座) 二十樓 4室",430,645,6667,"Land"
"2024-11-15","鯉景灣 B段 逸榮閣 (7座) 12樓 C室",635,489,12986,"Land"
"2024-11-18","美孚新邨 5期 蘭秀道14-16號 2樓 14號D室",598,666,8979,"Land"
"2024-10-28","福安花園 1座 5樓 C室",393,431,9118,"Land"
"2024-11-18","綠意居 5樓 D室",845,535,15794,"Land"
"2024-11-19","浪澄灣 2座 47樓 B室",875,559,15653,"Land"
"2024-11-15","富苑 18樓 C室",300,246,12195,"Land"
"2024-11-19","珀麗灣 2期 7座 2樓 H室",460,537,8566,"Land"
"2022-12-06","啟欣苑 A座 2樓 17室",296.48,NA,NA,"Land"
"2024-11-15","梅苑 4樓 F室",1450,1234,11750,"Land"
"2024-11-11","嘉湖山莊 6期 美湖居 3座 17樓 C室",433,544,7960,"Land"
